Institution_OrgUEINum_C,Sum,Count,Institution_Name_C
MSP Corporation,150000.0,1,MSP Corporation
MSSDM8M78XK3,150000.0,1,MJ3 Industries
MSSVR7U8ZE58,290105.0,1,Space Environment Technologies
MT1YPSNJPZX9,256000.0,1,ZSENSE SYSTEMS LLC
"MTB Diagnostics, Inc.",0.0,1,"MTB Diagnostics, Inc."
MTJNQTYRGNR1,255044.0,1,"RYP LABS, INC."
MTWTJKKRZG67,275000.0,1,"GREENKEY, LLC"
MTXKH9WP4JN6,257950.0,1,Iowa Department of Natural Resources
MU14LUW1RH41,150000.0,1,Biopico Systems
MQ79ATLGAQ65,274922.0,1,"FIGURE 8, INC."
MQ59LRLSEZ35,225000.0,1,"Aerodyn Combustion, LLC"
MQ2SS1Z33878,255807.0,1,ALIENBYTE SCIENTIFIC SOFTWARE INC
MMYNMNLQYET1,100000.0,1,"Mostert Seales Research Company, LLC"
MLKKNHFV9RN3,1199806.0,1,Dalton State College
MM Virtual Design,0.0,1,MM Virtual Design
MM2US7CH16A7,256000.0,1,VIRTUAL APPRENTICE LLC
MM3HR6SZEJP8,255915.0,1,SEARS SCIENTIFIC CONSULTING LLC
MM9SZP6YM8E5,115886.0,1,William Woods University
MM9YAUMKKJ95,255000.0,1,"Corsha, Inc."
MMHKW9PNLT77,225000.0,1,"MAA Laboratories, Inc."
MMJYFTXCP4M8,275000.0,1,CARRTECH LLC
MMT4LGM4H9Z5,100000.0,1,Denver Health and Hospital Authority
MMYJRRHNQ368,225000.0,1,"Theion Agriculture, LLC"
MNCFZXSFGJU7,209805.0,1,Pekosoft LLC
"MPr&d, LLC",99134.0,1,"MPr&d, LLC"
MND9UJ1AG4F6,225000.0,1,Tech4Imaging LLC
MNL5CM65Z7D5,225000.0,1,Service Robotics & Technologies
MNRUWLRAW7T6,225000.0,1,"Optimal Solutions, Inc."
MNT9W1VJ6D17,256000.0,1,NEW HORIZON BIOTECH INC
MNYJHJFN8AQ3,17500.0,1,OCTANe Foundation for Innovation
MORGAN RESEARCH CORPORATION,99998.0,1,MORGAN RESEARCH CORPORATION
"MPA Technologies, Inc",99912.0,1,"MPA Technologies, Inc"
MPL8NJ45TJM5,256000.0,1,CROSSTALK LLC
MPLLY3EGT9B3,225000.0,1,Innotronics LLC
MPM7L19GT7Q5,1000000.0,1,VIRGINIA BIOTECHNOLOGY RESEARCH PARK
MU9TSZNMYXT5,185608.0,1,Advanced Solutions Life Sciences LLC
MUJCBZ3M8L57,225000.0,1,"Biomed Simulation, Inc."
"Madison, Joseph",138000.0,1,"Madison, Joseph"
MUJGFTMRJZJ8,224850.0,1,"Near Earth Autonomy, Inc."
MacDonald               Megan,141700.0,1,MacDonald               Megan
"MacDonald, Hannelore A",207000.0,1,"MacDonald, Hannelore A"
MacGregor               Meredith       A,100000.0,1,MacGregor               Meredith       A
"MacGuigan, Daniel J",138000.0,1,"MacGuigan, Daniel J"
MacInnes                Jeffrey        J,5617.0,1,MacInnes                Jeffrey        J
MacKenzie               Lindsay        A,5678.0,1,MacKenzie               Lindsay        A
MacQueen                Alice          H,216000.0,1,MacQueen                Alice          H
MacRae-Crerar           Aurora         A,5700.0,1,MacRae-Crerar           Aurora         A
"Macarewich, Sophia Isabel",190000.0,1,"Macarewich, Sophia Isabel"
"Maccracken, Sarah Augusta",138000.0,1,"Maccracken, Sarah Augusta"
Machine Visionaries,84023.0,1,Machine Visionaries
"Macias, Diana Stephanie",240000.0,1,"Macias, Diana Stephanie"
"Mackaman-Lofland, Chelsea",174000.0,1,"Mackaman-Lofland, Chelsea"
Mackey                  Katherine      R,189000.0,1,Mackey                  Katherine      R
Macon State College,50000.0,1,Macon State College
Madamba                 Stephen,5400.0,1,Madamba                 Stephen
MadapusiSampath         KeerthiShyam,150000.0,1,MadapusiSampath         KeerthiShyam
Maddox                  Joseph,144182.0,1,Maddox                  Joseph
"MadeSolid, Inc.",150000.0,1,"MadeSolid, Inc."
Madigan                 Daniel         J,138000.0,1,Madigan                 Daniel         J
Madin                   Elizabeth      P,258906.0,1,Madin                   Elizabeth      P
"Madinya, Jason J",300000.0,1,"Madinya, Jason J"
"Madison, Imani Adia",249000.0,1,"Madison, Imani Adia"
MacDonald               Christopher    L,5637.0,1,MacDonald               Christopher    L
MacDonald               Andrew         J,138000.0,1,MacDonald               Andrew         J
"Maayan, Inbar",240000.0,1,"Maayan, Inbar"
MWM4N9L4S5X4,24000.0,1,Promega Corporation
"MUNDROFF, AMY",40500.0,1,"MUNDROFF, AMY"
MURO Corporation,100000.0,1,MURO Corporation
MUTLU                   BURCIN,300000.0,1,MUTLU                   BURCIN
MV64H1TFBTK4,2375975.0,1,National Writing Project
MVHMBTMKBU51,89975.0,1,BattelleEd.org
MVS1R3U56M17,197938.0,1,Black River Technical College
MVSNZ6XDQAE9,149999.0,1,"Affinity Therapeutics, LLC"
MVTBKVUKLCZ3,224999.0,1,Nielson Scientific LLC
MW Photonics Incorporated,150000.0,1,MW Photonics Incorporated
MWFTLQL8MEY4,5567317.0,1,Oklahoma City Public Schools
MX3ANJ8AY9W3,2571000.0,1,Developmental Studies Center
Ma                      Yanling,5400.0,1,Ma                      Yanling
MXJRNUF7KL28,255837.0,1,"BLOCKALYTICS, LLC"
MXS5DJNMK2S1,156530.0,1,"Learning with Math Machines, Inc"
MXTTV9J454M7,275000.0,1,TERRAFORMA CARBON LLC
MYJRY1RJGLC7,255437.0,1,"INZIO, INC."
MYLNW8MWFKJ5,256000.0,1,"LANDSDOWNE LABS, LLC"
MYNXYEJBQ2V8,256000.0,1,SIEV TECHNOLOGIES LLC
MYPTSFEM9RK1,99775.0,1,"Wavelength Electronics, Inc."
MYR3LGSLL8K5,224331.0,1,Ikigai Labs Inc
MYTDK1R5BBQ6,9137.0,1,US Fish &amp; Wildlife Service
MYYKEZ5K7MA9,1124598.0,1,Development Gateway
Martin                  William        D,5400.0,1,Martin                  William        D
"Martin, Aimee J",28500.0,1,"Martin, Aimee J"
"Martin, Bruce Stagg",249000.0,1,"Martin, Bruce Stagg"
"Medeiros, Lia",100000.0,1,"Medeiros, Lia"
McLean                  Timothy        I,100000.0,1,McLean                  Timothy        I
McMahan                 William        C,5617.0,1,McMahan                 William        C
McMahon                 Shawna         K,1693.0,1,McMahon                 Shawna         K
"McMillan, Hannah Mary",138000.0,1,"McMillan, Hannah Mary"
McMillen                Tyler          K,108000.0,1,McMillen                Tyler          K
"McMillon, Emily",190000.0,1,"McMillon, Emily"
McMinds                 Ryan           C,5070.0,1,McMinds                 Ryan           C
McMunn                  Marshall       S,138000.0,1,McMunn                  Marshall       S
McNabb                  Nicole         A,5070.0,1,McNabb                  Nicole         A
McNulty                 James          F,5700.0,1,McNulty                 James          F
McPhillips              Devin,85000.0,1,McPhillips              Devin
"McQueen, Eden Wellesley",138000.0,1,"McQueen, Eden Wellesley"
McRae                   Paulette       A,120000.0,1,McRae                   Paulette       A
McReynolds              David          B,108000.0,1,McReynolds              David          B
"McSwain, Mary V",0.0,1,"McSwain, Mary V"
McSwiggen               Colin          S,150000.0,1,McSwiggen               Colin          S
"McTague, Carl",0.0,1,"McTague, Carl"
"Mclaughlin, Bryan L",0.0,1,"Mclaughlin, Bryan L"
"Mead, Alayna",216000.0,1,"Mead, Alayna"
"Mead, Louise S",100000.0,1,"Mead, Louise S"
"Meadow River Enterprises, Inc.",99981.0,1,"Meadow River Enterprises, Inc."
Mease                   David          E,108000.0,1,Mease                   David          E
Measured Progress,432812.0,1,Measured Progress
McLean                  Kevin          A,148000.0,1,McLean                  Kevin          A
McLean                  Bryan,138000.0,1,McLean                  Bryan
"McLaughlin, Maura A",136730.0,1,"McLaughlin, Maura A"
McIntyre                Ernest         C,4579.0,1,McIntyre                Ernest         C
"McGraw, Elizabeth A",100000.0,1,"McGraw, Elizabeth A"
McGreevy                Thomas         J,123000.0,1,McGreevy                Thomas         J
McGregor                Daniel         J,5400.0,1,McGregor                Daniel         J
"McGuire, Jeffrey J",72000.0,1,"McGuire, Jeffrey J"
"McGuire, Rosa M",240000.0,1,"McGuire, Rosa M"
McHenry                 Matthew        J,150000.0,1,McHenry                 Matthew        J
McHone                  Elizabeth      E,5400.0,1,McHone                  Elizabeth      E
McHugh                  Theresa        A,207000.0,1,McHugh                  Theresa        A
"McInally, Shane G",138000.0,1,"McInally, Shane G"
McInnes                 Allison        S,5836.0,1,McInnes                 Allison        S
McKay                   Bailey,5617.0,1,McKay                   Bailey
McLamb                  William        T,5700.0,1,McLamb                  William        T
"McKay, Tasseli",138000.0,1,"McKay, Tasseli"
"McKean, Stephen",150000.0,1,"McKean, Stephen"
McKee                   Anna           K,1.0,1,McKee                   Anna           K
McKee                   James,5070.0,1,McKee                   James
"McKenna, Patrick",21000.0,1,"McKenna, Patrick"
"McKenzie, Marion",180000.0,1,"McKenzie, Marion"
"McKenzie, Theo R",100000.0,1,"McKenzie, Theo R"
McKie-Krisberg          Zaid           M,138000.0,1,McKie-Krisberg          Zaid           M
McKinley                James          W,81542.0,1,McKinley                James          W
"McKinnie, Kelly L",108000.0,1,"McKinnie, Kelly L"
Mechanical Integrity Inc.,0.0,1,Mechanical Integrity Inc.
"Media Health Technologies, LLC",224999.0,1,"Media Health Technologies, LLC"
"Martin, Gage",150000.0,1,"Martin, Gage"
Media Modifications LTD,0.0,1,Media Modifications LTD
"Mendiola, Sandra Y",240000.0,1,"Mendiola, Sandra Y"
"Mendoza, Manuel Matthew",174000.0,1,"Mendoza, Manuel Matthew"
"Mendoza, Skyler Dakota",300000.0,1,"Mendoza, Skyler Dakota"
Menendez-Delmestre      Karin,0.0,1,Menendez-Delmestre      Karin
"Menton, Mary C",32000.0,1,"Menton, Mary C"
"Mercado, Francisco J",300000.0,1,"Mercado, Francisco J"
Mercado-Molina          Alex           E,200000.0,1,Mercado-Molina          Alex           E
Meredith                Laura          K,86000.0,1,Meredith                Laura          K
Meridium Inc.,0.0,1,Meridium Inc.
"MerlinWave, Inc.",99961.0,1,"MerlinWave, Inc."
Mermin                  Jeffrey        A,108000.0,1,Mermin                  Jeffrey        A
"Merritt, Rachael L",300000.0,1,"Merritt, Rachael L"
Mertz                   Aaron          F,140000.0,1,Mertz                   Aaron          F
"Mesofuel, Inc.",99530.0,1,"Mesofuel, Inc."
Messenger               Kevin          R,5836.0,1,Messenger               Kevin          R
Messersmith             Mallory        K,5836.0,1,Messersmith             Mallory        K
Meszaros                Karola,135000.0,1,Meszaros                Karola
MetCel LLC,149600.0,1,MetCel LLC
MetaCarta Inc,99900.0,1,MetaCarta Inc
MetaHeuristics LLC,99452.0,1,MetaHeuristics LLC
MetaModal LLC,147552.0,1,MetaModal LLC
MetaTenna,150000.0,1,MetaTenna
"Metabolic Technologies, Inc.",150000.0,1,"Metabolic Technologies, Inc."
Mendez                  Joshua         H,5070.0,1,Mendez                  Joshua         H
"Menceloglu, Melisa",138000.0,1,"Menceloglu, Melisa"
Mellott                 Nathan         P,89638.0,1,Mellott                 Nathan         P
Mehdiabadi              Natasha        J,100000.0,1,Mehdiabadi              Natasha        J
"MediaBalance, Inc.",100000.0,1,"MediaBalance, Inc."
"Medical Nanotechnologies, Inc.",150000.0,1,"Medical Nanotechnologies, Inc."
Medina                  Adan,70.0,1,Medina                  Adan
Medina                  Albert,5836.0,1,Medina                  Albert
Medina-Garcia           Angela,138000.0,1,Medina-Garcia           Angela
Medvedovsky             Anna,150000.0,1,Medvedovsky             Anna
Meenach                 Samantha       A,5637.0,1,Meenach                 Samantha       A
MegaMIMO Inc.,150000.0,1,MegaMIMO Inc.
Megabase Research Products,99780.0,1,Megabase Research Products
Megraw                  Molly          S,123000.0,1,Megraw                  Molly          S
MehdizadeganNamin       Lida,5400.0,1,MehdizadeganNamin       Lida
Mellott                 Adam           J,5700.0,1,Mellott                 Adam           J
"Mehlferber, Elijah C",138000.0,1,"Mehlferber, Elijah C"
Meier                   Jeffrey        L,150000.0,1,Meier                   Jeffrey        L
Meierotto               Sarah          L,5400.0,1,Meierotto               Sarah          L
Meineke                 Emily          K,177120.0,1,Meineke                 Emily          K
Meisenheimer            Douglas,5400.0,1,Meisenheimer            Douglas
Meissen                 Emily          P,5070.0,1,Meissen                 Emily          P
Melendez-Rosa           Jesyka,207000.0,1,Melendez-Rosa           Jesyka
"Melguy, Yevgeniy",160000.0,1,"Melguy, Yevgeniy"
Melicher                Dacotah        M,5836.0,1,Melicher                Dacotah        M
Melis                   Carl           A,83000.0,1,Melis                   Carl           A
McGrath                 Matthew        J,103360.0,1,McGrath                 Matthew        J
McGowan                 Kelly          T,3000.0,1,McGowan                 Kelly          T
"McGinnis, Daniel A",190000.0,1,"McGinnis, Daniel A"
"McGill, Brian J",100000.0,1,"McGill, Brian J"
"Mason, Grace Alexandra",216000.0,1,"Mason, Grace Alexandra"
"Mason, Sarah K",108000.0,1,"Mason, Sarah K"
Masonbrink              Rick,216000.0,1,Masonbrink              Rick
Mass Consortium Corporation,150000.0,1,Mass Consortium Corporation
"Massa, Megan G",138000.0,1,"Massa, Megan G"
Massana                 Kathryn        A,5070.0,1,Massana                 Kathryn        A
Massaro                 Tyler          J,70.0,1,Massaro                 Tyler          J
Masscal Scientific Instruments,0.0,1,Masscal Scientific Instruments
"Massey, Aimee",207000.0,1,"Massey, Aimee"
Masters                 Miciah         B,5998.0,1,Masters                 Miciah         B
Mastro                  Tara,138000.0,1,Mastro                  Tara
Matarazzo               Thomas         J,5070.0,1,Matarazzo               Thomas         J
"Match, Aaron L",190000.0,1,"Match, Aaron L"
Materna                 Kathryn,400.0,1,Materna                 Kathryn
"MathSoft Engineering & Education, Inc.",398707.0,1,"MathSoft Engineering & Education, Inc."
"Matilsky, Loren",300000.0,1,"Matilsky, Loren"
Matloff                 Laura,5400.0,1,Matloff                 Laura
Matos-Cruz              Vanessa,207000.0,1,Matos-Cruz              Vanessa
Matsui                  John,10000.0,1,Matsui                  John
Matsuzawa               Setsuko,3000.0,1,Matsuzawa               Setsuko
Matta                   Alexander,5311.0,1,Matta                   Alexander
"Matty, Molly A",138000.0,1,"Matty, Molly A"
Matusevich              Laura          F,108000.0,1,Matusevich              Laura          F
Mason                   Nicholas       A,138000.0,1,Mason                   Nicholas       A
Mason                   Benjamin       M,176650.0,1,Mason                   Benjamin       M
Mason                   Arthur         L,1500.0,1,Mason                   Arthur         L
"Martinez, Raquel Angelina",300000.0,1,"Martinez, Raquel Angelina"
"Martin, Jeremy L",108000.0,1,"Martin, Jeremy L"
"Martin, Pamela P",100000.0,1,"Martin, Pamela P"
"Martin, Robert Thompson",300000.0,1,"Martin, Robert Thompson"
"Martin, Zane Karas",190000.0,1,"Martin, Zane Karas"
Martinez                Ari            E,207000.0,1,Martinez                Ari            E
Martinez                Ciera          C,138000.0,1,Martinez                Ciera          C
Martinez                Kelsey         A,5400.0,1,Martinez                Kelsey         A
"Martinez Grundman, Jaime Enrique",240000.0,1,"Martinez Grundman, Jaime Enrique"
"Martinez, James P",100000.0,1,"Martinez, James P"
"Martinez, Maria J",100000.0,1,"Martinez, Maria J"
Martinez-Aviles         Monica,123280.0,1,Martinez-Aviles         Monica
Marzuola                Jeremy         L,108000.0,1,Marzuola                Jeremy         L
Martinez-Bakker         Micaela        E,138000.0,1,Martinez-Bakker         Micaela        E
Martinez-Morales        Alfredo        A,5678.0,1,Martinez-Morales        Alfredo        A
Martins                 Talline        R,189000.0,1,Martins                 Talline        R
"Martisius, Naomi",148000.0,1,"Martisius, Naomi"
"Martínez-Gómez, Jesús",216000.0,1,"Martínez-Gómez, Jesús"
Marushia                Robin,5637.0,1,Marushia                Robin
"Maruyama, Shumpei",138000.0,1,"Maruyama, Shumpei"
Marvinney               Claire         E,5070.0,1,Marvinney               Claire         E
"Marx, Christopher J",100000.0,1,"Marx, Christopher J"
Marymount College,74312.0,1,Marymount College
"Matzke, Ryan W",150000.0,1,"Matzke, Ryan W"
